zip,state,city,lat,lng
76360,TX,Electra,34.036234,-98.91545
76363,TX,Goree,33.474832,-99.525806
76364,TX,Harrold,34.097097,-99.035052
76365,TX,Henrietta,33.819609,-98.259976
76366,TX,Holliday,33.675141,-98.657634
76367,TX,Iowa Park,33.94235,-98.674497
76371,TX,Munday,33.456088,-99.632624
76372,TX,Newcastle,33.190103,-98.744644
76373,TX,Oklaunion,34.120372,-99.160234
76374,TX,Olney,33.360135,-98.742695
76377,TX,Petrolia,34.027331,-98.269223
76378,TX,76378,33.611763,-99.40547
76379,TX,Scotland,33.653486,-98.464983
76380,TX,Seymour,33.591445,-99.258727
76383,TX,Vera,33.615469,-99.759098
76384,TX,Vernon,34.149135,-99.30301
76388,TX,Weinert,33.324872,-99.666431
76389,TX,Windthorst,33.57957,-98.437589
76401,TX,Stephenville,32.221372,-98.222407
76424,TX,Breckenridge,32.753166,-98.909882
76426,TX,Bridgeport,33.187027,-97.78098
76427,TX,Bryson,33.15947,-98.370256
76429,TX,Caddo,32.688617,-98.658983
76430,TX,Albany,32.719005,-99.319581
76431,TX,Chico,33.319315,-97.803133
76432,TX,Blanket,31.78819,-98.831089
76433,TX,Bluff Dale,32.401791,-98.163775
76435,TX,Carbon,32.270125,-98.83479
76436,TX,Carlton,31.911438,-98.152519
76437,TX,Cisco,32.380043,-98.986507
76442,TX,Comanche,31.911637,-98.608227
76443,TX,Cross Plains,32.148159,-99.18718
76444,TX,De Leon,32.108742,-98.54894
76445,TX,Desdemona,32.281877,-98.567327
76446,TX,Dublin,32.090873,-98.345469
76447,TX,76447,32.081163,-98.067535
76448,TX,Eastland,32.399418,-98.807101
76449,TX,Graford,32.924192,-98.337002
76450,TX,Graham,33.099283,-98.583212
76453,TX,Gordon,32.547828,-98.363211
76454,TX,Gorman,32.223441,-98.683408
76455,TX,Gustine,31.872448,-98.383488
76457,TX,Hico,31.959718,-98.024933
76458,TX,Jacksboro,33.234655,-98.168138
76459,TX,Jermyn,33.263554,-98.393149
76460,TX,Loving,33.26886,-98.50237
76462,TX,Lipan,32.507218,-97.953614
76463,TX,Mingus,32.562665,-98.426262
76464,TX,Moran,32.554909,-99.165567
76470,TX,Ranger,32.46809,-98.674659
76471,TX,Rising Star,32.127986,-98.985852
76472,TX,Santo,32.597935,-98.179675
76474,TX,Sidney,31.932031,-98.767995
76475,TX,Strawn,32.5945,-98.499467
76476,TX,Tolar,32.377246,-97.880208
76483,TX,Throckmorton,33.179446,-99.183812
76484,TX,Palo Pinto,32.725315,-98.270262
76486,TX,Perrin,33.058453,-98.044006
76487,TX,Poolville,32.968023,-97.847229
76490,TX,Whitt,32.955459,-98.021008
76491,TX,Woodson,33.301972,-99.015953
76501,TX,Temple,31.089518,-97.334264
76502,TX,Temple,31.071004,-97.389781
76504,TX,Temple,31.091742,-97.364764
76511,TX,Bartlett,30.799056,-97.426302
76513,TX,Belton,31.072298,-97.472025
76518,TX,Buckholts,30.885756,-97.124135
76519,TX,Burlington,30.945691,-96.885308
76520,TX,Cameron,30.852713,-96.976562
76522,TX,Izoro,31.125799,-97.912132
76523,TX,Davilla,30.767471,-97.200865
76524,TX,Eddy,31.326724,-97.270926
76525,TX,Bee House,31.403967,-98.055175
76526,TX,Flat,31.306475,-97.589777
76527,TX,Florence,30.78137,-97.834423
76528,TX,Turnersville,31.447646,-97.724286
76530,TX,Granger,30.739813,-97.445065
76531,TX,Hamilton,31.678116,-98.113051
76534,TX,Holland,30.879977,-97.385695
76537,TX,Jarrell,30.748406,-97.600833
76538,TX,Jonesboro,31.599601,-97.775155
76539,TX,Kempner,31.073051,-97.972068
76541,TX,Killeen,31.116426,-97.727808
76542,TX,Harker Heights,31.075056,-97.746736
76543,TX,Harker Heights,31.100505,-97.676864
76544,TX,Fort Hood,31.137953,-97.776404
76550,TX,Lampasas,31.067957,-98.183361
76556,TX,Milano,30.736612,-96.803477
76557,TX,Moody,31.253321,-97.409957
76559,TX,Nolanville,31.083271,-97.594109
76561,TX,Oglesby,31.443767,-97.550093
76565,TX,Pottsville,31.68374,-98.356077
76566,TX,Purmela,31.472647,-97.888945
76567,TX,Rockdale,30.658282,-97.0079
76569,TX,Rogers,30.955013,-97.222793
76570,TX,Rosebud,31.092208,-96.975455
76571,TX,Salado,30.949388,-97.532999
76574,TX,Taylor,30.58071,-97.440103
76577,TX,Thorndale,30.608237,-97.176446
76578,TX,Thrall,30.591981,-97.289261
76579,TX,Troy,31.175855,-97.285205
76621,TX,Abbott,31.891642,-97.067146
76622,TX,Aquilla,31.858882,-97.22577
76624,TX,Axtell,31.660966,-96.988178
76626,TX,Blooming Grove,32.075839,-96.700991
76627,TX,Blum,32.105183,-97.365183
76629,TX,Bremond,31.156007,-96.669744
76630,TX,Bruceville,31.326708,-97.234244
76631,TX,Bynum,31.990668,-96.983702
76632,TX,Chilton,31.310018,-97.09002
76633,TX,China Spring,31.667266,-97.300221
76634,TX,Laguna Park,31.799689,-97.515282
76635,TX,Coolidge,31.743804,-96.657744
76636,TX,Covington,32.159538,-97.259091
76637,TX,Cranfills Gap,31.781071,-97.78537
76638,TX,Crawford,31.559765,-97.389992
76639,TX,Dawson,31.897429,-96.708483
76640,TX,Elm Mott,31.672547,-97.113838
76641,TX,Frost,32.027545,-96.768437
76642,TX,Groesbeck,31.535667,-96.523381
76643,TX,Hewitt,31.458166,-97.196556
76645,TX,Hillsboro,32.014942,-97.119791
76648,TX,Hubbard,31.843559,-96.80001
76649,TX,Iredell,31.972197,-97.879283
76651,TX,Italy,32.178508,-96.88229
76652,TX,Kopperl,32.103491,-97.542085
76653,TX,Kosse,31.314704,-96.619475
76655,TX,Lorena,31.409271,-97.230161
76656,TX,Lott,31.192462,-97.058143
76657,TX,Mc Gregor,31.443099,-97.394318
76660,TX,Malone,31.923979,-96.890682
76661,TX,Marlin,31.303592,-96.888942
76664,TX,Mart,31.545798,-96.838133
76665,TX,Meridian,31.929022,-97.64433
76666,TX,Mertens,32.02753,-96.898128
76667,TX,Mexia,31.678386,-96.495186
76670,TX,Milford,32.148198,-96.96115
76671,TX,Morgan,32.01946,-97.560829
76673,TX,Mount Calm,31.757504,-96.894393
76675,TX,Otto,31.432733,-96.875904
